time_s,q0,qdot0,tau0,q1,qdot1,tau1,q2,qdot2,tau2,q3,qdot3,tau3,q4,qdot4,tau4,q5,qdot5,tau5,q6,qdot6,tau6,q7,qdot7,tau7,q8,qdot8,tau8,q9,qdot9,tau9,q10,qdot10,tau10,q11,qdot11,tau11,command_0,command_1,command_2,imu_quat_w,imu_quat_x,imu_quat_y,imu_quat_z
1.851025581359863281e+00,-2.997246682643890381e-01,5.425733327865600586e-02,1.484296917915344238e-01,1.303250074386596680e+00,-5.813286080956459045e-02,-1.484296917915344238e-01,-2.638339757919311523e+00,-3.235219791531562805e-02,1.422451138496398926e-01,3.236742019653320312e-01,-3.875523805618286133e-02,1.484296917915344238e-01,1.340309739112854004e+00,-3.875523805618286133e-02,2.473828196525573730e-02,-2.636444330215454102e+00,-4.448427259922027588e-02,-2.844902276992797852e-01,-5.418894886970520020e-01,-2.712866663932800293e-02,-2.473828196525573730e-02,1.304425358772277832e+00,3.100419044494628906e-02,-2.473828196525573730e-02,-2.684214115142822266e+00,0.000000000000000000e+00,4.741504043340682983e-02,5.427070260047912598e-01,3.875523805618286133e-02,0.000000000000000000e+00,1.316687822341918945e+00,0.000000000000000000e+00,2.473828196525573730e-02,-2.657059192657470703e+00,-1.011006254702806473e-02,-4.741504043340682983e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981364607810974121e-01,5.250916583463549614e-04,-5.190585553646087646e-02,3.207756951451301575e-02
1.870862483978271484e+00,-2.996641099452972412e-01,-7.751047611236572266e-03,1.731679737567901611e-01,1.303340911865234375e+00,5.038180947303771973e-02,2.473828196525573730e-02,-2.638355731964111328e+00,-2.022012369707226753e-03,4.741504043340682983e-02,3.234925270080566406e-01,-8.913704752922058105e-02,2.473828196525573730e-02,1.340309739112854004e+00,-5.813286080956459045e-02,1.484296917915344238e-01,-2.636412620544433594e+00,-6.066037341952323914e-03,-9.483008086681365967e-02,-5.416472554206848145e-01,5.813286080956459045e-02,1.484296917915344238e-01,1.304395079612731934e+00,-1.937761902809143066e-02,-2.473828196525573730e-02,-2.684214115142822266e+00,0.000000000000000000e+00,9.483008086681365967e-02,5.424647927284240723e-01,-1.550209522247314453e-02,-2.226445376873016357e-01,1.316687822341918945e+00,-3.875523805618286133e-02,4.947656393051147461e-02,-2.657043457031250000e+00,1.011006254702806473e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981359839439392090e-01,5.317636532709002495e-04,-5.191695317625999451e-02,3.207379579544067383e-02
1.900618910789489746e+00,-2.993916273117065430e-01,3.100419044494628906e-02,1.236914098262786865e-01,1.303371191024780273e+00,4.650628566741943359e-02,2.473828196525573730e-02,-2.638434648513793945e+00,-2.022012369707226753e-03,0.000000000000000000e+00,3.232200741767883301e-01,-2.325314283370971680e-02,-2.473828196525573730e-02,1.340279459953308105e+00,-3.100419044494628906e-02,7.421484589576721191e-02,-2.636381149291992188e+00,1.819811202585697174e-02,-4.741504043340682983e-02,-5.415261387825012207e-01,6.200838088989257812e-02,1.484296917915344238e-01,1.304425358772277832e+00,1.550209522247314453e-02,0.000000000000000000e+00,-2.684230089187622070e+00,-3.033018670976161957e-02,9.483008086681365967e-02,5.423133969306945801e-01,-1.550209522247314453e-02,-2.721211016178131104e-01,1.316778659820556641e+00,-7.751047611236572266e-03,0.000000000000000000e+00,-2.657043457031250000e+00,-1.415408682078123093e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981369972229003906e-01,5.375877954065799713e-04,-5.188981443643569946e-02,3.208792209625244141e-02
1.910774350166320801e+00,-2.969391345977783203e-01,5.425733327865600586e-02,3.463359475135803223e-01,1.303522586822509766e+00,-1.937761902809143066e-02,4.947656393051147461e-02,-2.638782024383544922e+00,-6.874842196702957153e-02,4.741504043340682983e-02,3.201922774314880371e-01,-1.162657216191291809e-01,2.473828196525573730e-02,1.340370297431945801e+00,-2.712866663932800293e-02,0.000000000000000000e+00,-2.636365175247192383e+00,2.022012509405612946e-02,0.000000000000000000e+00,-5.401939749717712402e-01,6.200838088989257812e-02,5.442422032356262207e-01,1.304576754570007324e+00,3.100419044494628906e-02,4.947656393051147461e-02,-2.684230089187622070e+00,-1.819811202585697174e-02,9.483008086681365967e-02,5.406178236007690430e-01,-4.650628566741943359e-02,-5.442422032356262207e-01,1.317051053047180176e+00,1.937761902809143066e-02,7.421484589576721191e-02,-2.657027721405029297e+00,3.033018670976161957e-02,1.422451138496398926e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981420636177062988e-01,5.726527306251227856e-04,-5.180720612406730652e-02,3.206109628081321716e-02
1.930908560752868652e+00,-2.943049967288970947e-01,2.054027616977691650e-01,2.226445376873016357e-01,1.303795099258422852e+00,-2.325314283370971680e-02,7.421484589576721191e-02,-2.638861179351806641e+00,4.044024739414453506e-03,0.000000000000000000e+00,3.173764944076538086e-01,-1.627719998359680176e-01,-2.226445376873016357e-01,1.340461134910583496e+00,-3.875523805618286133e-03,7.421484589576721191e-02,-2.636381149291992188e+00,0.000000000000000000e+00,-9.483008086681365967e-02,-5.384075641632080078e-01,1.317678093910217285e-01,7.421484589576721191e-01,1.304818987846374512e+00,2.712866663932800293e-02,7.421484589576721191e-02,-2.684261560440063477e+00,-1.617609895765781403e-02,2.370752096176147461e-01,5.384378433227539062e-01,-8.138599991798400879e-02,-7.916250228881835938e-01,1.317263007164001465e+00,-7.751047611236572266e-03,1.236914098262786865e-01,-2.657043457031250000e+00,8.088049478828907013e-03,9.483008086681365967e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981442689895629883e-01,5.959861446171998978e-04,-5.175568908452987671e-02,3.207835555076599121e-02
1.958182096481323242e+00,-2.905203104019165039e-01,1.356433331966400146e-01,4.205507934093475342e-01,1.304067611694335938e+00,6.588390469551086426e-02,4.947656393051147461e-02,-2.638971805572509766e+00,-1.617609895765781403e-02,4.741504043340682983e-02,3.134403824806213379e-01,-1.627719998359680176e-01,-3.463359475135803223e-01,1.340430855751037598e+00,3.875523805618286133e-03,2.226445376873016357e-01,-2.636381149291992188e+00,0.000000000000000000e+00,-4.741504043340682983e-02,-5.364395380020141602e-01,1.085146665573120117e-01,1.212175846099853516e+00,1.305212616920471191e+00,1.085146665573120117e-01,4.947656393051147461e-02,-2.684435367584228516e+00,-2.022012509405612946e-02,2.370752096176147461e-01,5.360762476921081543e-01,-8.526152372360229492e-02,-1.113222718238830566e+00,1.317626357078552246e+00,7.751047611236572266e-03,1.236914098262786865e-01,-2.657059192657470703e+00,4.044024739414453506e-03,9.483008086681365967e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981467723846435547e-01,6.107442313805222511e-04,-5.171320214867591858e-02,3.206681832671165466e-02
1.972642898559570312e+00,-2.905203104019165039e-01,1.356433331966400146e-01,4.205507934093475342e-01,1.304067611694335938e+00,6.588390469551086426e-02,4.947656393051147461e-02,-2.638971805572509766e+00,-1.617609895765781403e-02,4.741504043340682983e-02,3.134403824806213379e-01,-1.627719998359680176e-01,-3.463359475135803223e-01,1.340430855751037598e+00,3.875523805618286133e-03,2.226445376873016357e-01,-2.636381149291992188e+00,0.000000000000000000e+00,-4.741504043340682983e-02,-5.364395380020141602e-01,1.085146665573120117e-01,1.212175846099853516e+00,1.305212616920471191e+00,1.085146665573120117e-01,4.947656393051147461e-02,-2.684435367584228516e+00,-2.022012509405612946e-02,2.370752096176147461e-01,5.360762476921081543e-01,-8.526152372360229492e-02,-1.113222718238830566e+00,1.317626357078552246e+00,7.751047611236572266e-03,1.236914098262786865e-01,-2.657059192657470703e+00,4.044024739414453506e-03,9.483008086681365967e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981467723846435547e-01,6.107442313805222511e-04,-5.171320214867591858e-02,3.206681832671165466e-02
1.990641593933105469e+00,-2.836775779724121094e-01,1.317678093910217285e-01,6.431953310966491699e-01,1.304309725761413574e+00,1.162657141685485840e-02,3.215976655483245850e-01,-2.640282869338989258e+00,-4.448427259922027588e-02,3.319052755832672119e-01,3.067187666893005371e-01,-1.666475236415863037e-01,-6.679335832595825195e-01,1.340400576591491699e+00,1.937761902809143066e-02,2.721211016178131104e-01,-2.636412620544433594e+00,0.000000000000000000e+00,-4.741504043340682983e-02,-5.332301259040832520e-01,1.782740950584411621e-01,1.731679677963256836e+00,1.305727362632751465e+00,6.588390469551086426e-02,1.484296917915344238e-01,-2.684719562530517578e+00,-3.841823711991310120e-02,3.319052755832672119e-01,5.325640439987182617e-01,-9.301257133483886719e-02,-1.781156301498413086e+00,1.318353056907653809e+00,0.000000000000000000e+00,1.731679737567901611e-01,-2.657090902328491211e+00,2.224213629961013794e-02,9.483008086681365967e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981446266174316406e-01,6.035644910298287868e-04,-5.176132544875144958e-02,3.205700218677520752e-02
2.010672092437744141e+00,-2.808314859867095947e-01,1.743985712528228760e-01,8.905781507492065430e-01,1.304521679878234863e+00,3.487971425056457520e-02,3.463359475135803223e-01,-2.641072750091552734e+00,-6.470439583063125610e-02,2.370752096176147461e-01,3.039635419845581055e-01,-1.666475236415863037e-01,-6.679335832595825195e-01,1.340400576591491699e+00,-4.263076186180114746e-02,1.731679737567901611e-01,-2.636602163314819336e+00,-2.426414936780929565e-02,-9.483008086681365967e-02,-5.317162275314331055e-01,1.046391502022743225e-01,2.102753877639770508e+00,1.305969476699829102e+00,6.200838088989257812e-02,1.731679737567901611e-01,-2.684940814971923828e+00,-1.213207468390464783e-02,4.267353713512420654e-01,5.308079123497009277e-01,-1.007636189460754395e-01,-1.979062557220458984e+00,1.318807125091552734e+00,7.751047611236572266e-03,2.226445376873016357e-01,-2.657138347625732422e+00,3.033018670976161957e-02,1.422451138496398926e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981428980827331543e-01,6.707741413265466690e-04,-5.179798603057861328e-02,3.204971551895141602e-02
2.036892414093017578e+00,-2.770770788192749023e-01,9.301257133483886719e-02,9.647929668426513672e-01,1.304763913154602051e+00,4.263076186180114746e-02,3.710742294788360596e-01,-2.642399549484252930e+00,-6.874842196702957153e-02,5.215654373168945312e-01,3.009055256843566895e-01,-1.976517289876937866e-01,-9.400547146797180176e-01,1.340521693229675293e+00,1.550209522247314453e-02,2.226445376873016357e-01,-2.636839151382446289e+00,2.224213629961013794e-02,0.000000000000000000e+00,-5.293545722961425781e-01,2.054027616977691650e-01,2.226445436477661133e+00,1.306332826614379883e+00,-3.875523805618286133e-03,3.463359475135803223e-01,-2.685477972030639648e+00,-2.224213629961013794e-02,6.163955330848693848e-01,5.286582112312316895e-01,-1.201412379741668701e-01,-2.325398445129394531e+00,1.319412708282470703e+00,-1.550209522247314453e-02,2.473828196525573730e-01,-2.657406806945800781e+00,-1.819811202585697174e-02,1.422451138496398926e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981404542922973633e-01,6.986599182710051537e-04,-5.183828249573707581e-02,3.205999359488487244e-02
